block_id,plan_run_id,plan_version,horizon,week_number,month_week,generated_at,plan_date,section_id,start_time,end_time,duration_minutes,task_ids,departments,priority,optimization_score,utilization,overdue_days_projected,deferred_count_projected,seasonal_risk_score_projected,maintenance_type,resources,crew,train_impact,status,xai_reason,source,source_record_id,dataset_name,optimizer_status
RB-W14-SEC_027-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,14,2,2026-09-19T21:52:39.187510,2026-11-25,SEC_027,2026-11-25 10:00:00,2026-11-25 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,235,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_027,LOW,PROPOSED,"Rolling_26w Week 14 block on SEC_027. Projected overdue=235d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W14-SEC_028-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,14,2,2026-09-19T21:52:39.187510,2026-11-26,SEC_028,2026-11-26 12:00:00,2026-11-26 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,128,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_028,LOW,PROPOSED,"Rolling_26w Week 14 block on SEC_028. Projected overdue=128d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W14-SEC_029-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,14,2,2026-09-19T21:52:39.187510,2026-11-27,SEC_029,2026-11-27 14:00:00,2026-11-27 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,378,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_029,LOW,PROPOSED,"Rolling_26w Week 14 block on SEC_029. Projected overdue=378d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W15-SEC_029-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,15,3,2026-09-19T21:52:39.187510,2026-12-02,SEC_029,2026-12-02 10:00:00,2026-12-02 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,242,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_029,LOW,PROPOSED,"Rolling_26w Week 15 block on SEC_029. Projected overdue=242d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W15-SEC_030-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,15,3,2026-09-19T21:52:39.187510,2026-12-03,SEC_030,2026-12-03 12:00:00,2026-12-03 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,135,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_030,LOW,PROPOSED,"Rolling_26w Week 15 block on SEC_030. Projected overdue=135d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W15-SEC_031-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,15,3,2026-09-19T21:52:39.187510,2026-12-04,SEC_031,2026-12-04 14:00:00,2026-12-04 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,385,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_031,LOW,PROPOSED,"Rolling_26w Week 15 block on SEC_031. Projected overdue=385d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W16-SEC_031-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,16,4,2026-09-19T21:52:39.187510,2026-12-09,SEC_031,2026-12-09 10:00:00,2026-12-09 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,249,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_031,LOW,PROPOSED,"Rolling_26w Week 16 block on SEC_031. Projected overdue=249d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W16-SEC_032-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,16,4,2026-09-19T21:52:39.187510,2026-12-10,SEC_032,2026-12-10 12:00:00,2026-12-10 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,142,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_032,LOW,PROPOSED,"Rolling_26w Week 16 block on SEC_032. Projected overdue=142d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W16-SEC_033-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,16,4,2026-09-19T21:52:39.187510,2026-12-11,SEC_033,2026-12-11 14:00:00,2026-12-11 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,392,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_033,LOW,PROPOSED,"Rolling_26w Week 16 block on SEC_033. Projected overdue=392d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W16-ULTRAS-SEC_013,ROLLING-26W-2dec517b33,1,ROLLING_26W,16,4,2026-09-19T21:52:39.187510,2026-12-15,SEC_013,2026-12-15 01:00:00,2026-12-15 03:30:00,150,CYC_TASK_SEC_013_16,Engineering,85.0,92.0,0.9,0,0,30.0,CYCLIC_ULTRASONIC_RAIL_TEST,ULTRASONIC_TEST_CAR,SPECIALIZED_Engineering,LOW,PROPOSED,Mandatory 4-week cyclic ULTRASONIC_RAIL_TEST for safety compliance on SEC_013.,cyclic_maintenance_calendar,CYC_SEC_013_16,feasibility_checked_tasks.csv,OPTIMAL
CYC-W16-SIGNAL-SEC_010,ROLLING-26W-2dec517b33,1,ROLLING_26W,16,4,2026-09-19T21:52:39.187510,2026-12-15,SEC_010,2026-12-15 01:00:00,2026-12-15 03:00:00,120,CYC_TASK_SEC_010_16,S&T,85.0,92.0,0.9,0,0,30.0,CYCLIC_SIGNALLING_POINT_TEST,S&T Gang,SPECIALIZED_S&T,LOW,PROPOSED,Mandatory 8-week cyclic SIGNALLING_POINT_TEST for safety compliance on SEC_010.,cyclic_maintenance_calendar,CYC_SEC_010_16,feasibility_checked_tasks.csv,OPTIMAL
RB-W17-SEC_033-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,17,1,2026-09-19T21:52:39.187510,2026-12-16,SEC_033,2026-12-16 10:00:00,2026-12-16 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,256,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_033,LOW,PROPOSED,"Rolling_26w Week 17 block on SEC_033. Projected overdue=256d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W17-SEC_034-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,17,1,2026-09-19T21:52:39.187510,2026-12-17,SEC_034,2026-12-17 12:00:00,2026-12-17 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,149,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_034,LOW,PROPOSED,"Rolling_26w Week 17 block on SEC_034. Projected overdue=149d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W17-SEC_035-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,17,1,2026-09-19T21:52:39.187510,2026-12-18,SEC_035,2026-12-18 14:00:00,2026-12-18 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,399,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_035,LOW,PROPOSED,"Rolling_26w Week 17 block on SEC_035. Projected overdue=399d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W18-SEC_035-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,18,2,2026-09-19T21:52:39.187510,2026-12-23,SEC_035,2026-12-23 10:00:00,2026-12-23 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,263,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_035,LOW,PROPOSED,"Rolling_26w Week 18 block on SEC_035. Projected overdue=263d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W18-SEC_036-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,18,2,2026-09-19T21:52:39.187510,2026-12-24,SEC_036,2026-12-24 12:00:00,2026-12-24 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,156,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_036,LOW,PROPOSED,"Rolling_26w Week 18 block on SEC_036. Projected overdue=156d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W18-SEC_037-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,18,2,2026-09-19T21:52:39.187510,2026-12-25,SEC_037,2026-12-25 14:00:00,2026-12-25 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,406,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_037,LOW,PROPOSED,"Rolling_26w Week 18 block on SEC_037. Projected overdue=406d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W18-OHE_TO-SEC_011,ROLLING-26W-2dec517b33,1,ROLLING_26W,18,2,2026-09-19T21:52:39.187510,2026-12-29,SEC_011,2026-12-29 01:00:00,2026-12-29 04:00:00,180,CYC_TASK_SEC_011_18,TRD,85.0,92.0,0.9,0,0,30.0,CYCLIC_OHE_TOWER_WAGON_PATROL,OHE_TOWER_WAGON,SPECIALIZED_TRD,LOW,PROPOSED,Mandatory 6-week cyclic OHE_TOWER_WAGON_PATROL for safety compliance on SEC_011.,cyclic_maintenance_calendar,CYC_SEC_011_18,feasibility_checked_tasks.csv,OPTIMAL
RB-W19-SEC_037-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,19,3,2026-09-19T21:52:39.187510,2026-12-30,SEC_037,2026-12-30 10:00:00,2026-12-30 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,270,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_037,LOW,PROPOSED,"Rolling_26w Week 19 block on SEC_037. Projected overdue=270d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W19-SEC_038-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,19,3,2026-09-19T21:52:39.187510,2026-12-31,SEC_038,2026-12-31 12:00:00,2026-12-31 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,163,5,65.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_038,LOW,PROPOSED,"Rolling_26w Week 19 block on SEC_038. Projected overdue=163d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W19-SEC_039-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,19,3,2026-09-19T21:52:39.187510,2027-01-01,SEC_039,2027-01-01 14:00:00,2027-01-01 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,413,5,65.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_039,LOW,PROPOSED,"Rolling_26w Week 19 block on SEC_039. Projected overdue=413d, escalated MDPS=99.0, SRS forecast=65.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W20-SEC_039-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,20,4,2026-09-19T21:52:39.187510,2027-01-06,SEC_039,2027-01-06 10:00:00,2027-01-06 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,277,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_039,LOW,PROPOSED,"Rolling_26w Week 20 block on SEC_039. Projected overdue=277d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W20-SEC_040-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,20,4,2026-09-19T21:52:39.187510,2027-01-07,SEC_040,2027-01-07 12:00:00,2027-01-07 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,170,5,25.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_040,LOW,PROPOSED,"Rolling_26w Week 20 block on SEC_040. Projected overdue=170d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W20-SEC_041-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,20,4,2026-09-19T21:52:39.187510,2027-01-08,SEC_041,2027-01-08 14:00:00,2027-01-08 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,420,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_041,LOW,PROPOSED,"Rolling_26w Week 20 block on SEC_041. Projected overdue=420d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W20-ULTRAS-SEC_016,ROLLING-26W-2dec517b33,1,ROLLING_26W,20,4,2026-09-19T21:52:39.187510,2027-01-12,SEC_016,2027-01-12 01:00:00,2027-01-12 03:30:00,150,CYC_TASK_SEC_016_20,Engineering,85.0,92.0,0.9,0,0,30.0,CYCLIC_ULTRASONIC_RAIL_TEST,ULTRASONIC_TEST_CAR,SPECIALIZED_Engineering,LOW,PROPOSED,Mandatory 4-week cyclic ULTRASONIC_RAIL_TEST for safety compliance on SEC_016.,cyclic_maintenance_calendar,CYC_SEC_016_20,feasibility_checked_tasks.csv,OPTIMAL
RB-W21-SEC_041-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,21,1,2026-09-19T21:52:39.187510,2027-01-13,SEC_041,2027-01-13 10:00:00,2027-01-13 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,284,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_041,LOW,PROPOSED,"Rolling_26w Week 21 block on SEC_041. Projected overdue=284d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W21-SEC_042-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,21,1,2026-09-19T21:52:39.187510,2027-01-14,SEC_042,2027-01-14 12:00:00,2027-01-14 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,177,5,25.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_042,LOW,PROPOSED,"Rolling_26w Week 21 block on SEC_042. Projected overdue=177d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W21-SEC_043-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,21,1,2026-09-19T21:52:39.187510,2027-01-15,SEC_043,2027-01-15 14:00:00,2027-01-15 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,427,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_043,LOW,PROPOSED,"Rolling_26w Week 21 block on SEC_043. Projected overdue=427d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W22-SEC_043-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,22,2,2026-09-19T21:52:39.187510,2027-01-20,SEC_043,2027-01-20 10:00:00,2027-01-20 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,291,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_043,LOW,PROPOSED,"Rolling_26w Week 22 block on SEC_043. Projected overdue=291d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W22-SEC_044-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,22,2,2026-09-19T21:52:39.187510,2027-01-21,SEC_044,2027-01-21 12:00:00,2027-01-21 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,184,5,25.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_044,LOW,PROPOSED,"Rolling_26w Week 22 block on SEC_044. Projected overdue=184d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W22-SEC_045-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,22,2,2026-09-19T21:52:39.187510,2027-01-22,SEC_045,2027-01-22 14:00:00,2027-01-22 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,434,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_045,LOW,PROPOSED,"Rolling_26w Week 22 block on SEC_045. Projected overdue=434d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W23-SEC_045-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,23,3,2026-09-19T21:52:39.187510,2027-01-27,SEC_045,2027-01-27 10:00:00,2027-01-27 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,298,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_045,LOW,PROPOSED,"Rolling_26w Week 23 block on SEC_045. Projected overdue=298d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W23-SEC_046-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,23,3,2026-09-19T21:52:39.187510,2027-01-28,SEC_046,2027-01-28 12:00:00,2027-01-28 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,191,5,25.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_046,LOW,PROPOSED,"Rolling_26w Week 23 block on SEC_046. Projected overdue=191d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W23-SEC_047-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,23,3,2026-09-19T21:52:39.187510,2027-01-29,SEC_047,2027-01-29 14:00:00,2027-01-29 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,441,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_047,LOW,PROPOSED,"Rolling_26w Week 23 block on SEC_047. Projected overdue=441d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W24-SEC_047-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,24,4,2026-09-19T21:52:39.187510,2027-02-03,SEC_047,2027-02-03 10:00:00,2027-02-03 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,305,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_047,LOW,PROPOSED,"Rolling_26w Week 24 block on SEC_047. Projected overdue=305d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W24-SEC_048-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,24,4,2026-09-19T21:52:39.187510,2027-02-04,SEC_048,2027-02-04 12:00:00,2027-02-04 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,198,5,25.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_048,LOW,PROPOSED,"Rolling_26w Week 24 block on SEC_048. Projected overdue=198d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W24-SEC_049-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,24,4,2026-09-19T21:52:39.187510,2027-02-05,SEC_049,2027-02-05 14:00:00,2027-02-05 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,448,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_049,LOW,PROPOSED,"Rolling_26w Week 24 block on SEC_049. Projected overdue=448d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
CYC-W24-ULTRAS-SEC_019,ROLLING-26W-2dec517b33,1,ROLLING_26W,24,4,2026-09-19T21:52:39.187510,2027-02-09,SEC_019,2027-02-09 01:00:00,2027-02-09 03:30:00,150,CYC_TASK_SEC_019_24,Engineering,85.0,92.0,0.9,0,0,30.0,CYCLIC_ULTRASONIC_RAIL_TEST,ULTRASONIC_TEST_CAR,SPECIALIZED_Engineering,LOW,PROPOSED,Mandatory 4-week cyclic ULTRASONIC_RAIL_TEST for safety compliance on SEC_019.,cyclic_maintenance_calendar,CYC_SEC_019_24,feasibility_checked_tasks.csv,OPTIMAL
CYC-W24-OHE_TO-SEC_014,ROLLING-26W-2dec517b33,1,ROLLING_26W,24,4,2026-09-19T21:52:39.187510,2027-02-09,SEC_014,2027-02-09 01:00:00,2027-02-09 04:00:00,180,CYC_TASK_SEC_014_24,TRD,85.0,92.0,0.9,0,0,30.0,CYCLIC_OHE_TOWER_WAGON_PATROL,OHE_TOWER_WAGON,SPECIALIZED_TRD,LOW,PROPOSED,Mandatory 6-week cyclic OHE_TOWER_WAGON_PATROL for safety compliance on SEC_014.,cyclic_maintenance_calendar,CYC_SEC_014_24,feasibility_checked_tasks.csv,OPTIMAL
CYC-W24-MECHAN-SEC_009,ROLLING-26W-2dec517b33,1,ROLLING_26W,24,4,2026-09-19T21:52:39.187510,2027-02-09,SEC_009,2027-02-09 01:00:00,2027-02-09 05:00:00,240,CYC_TASK_SEC_009_24,Engineering,85.0,92.0,0.9,0,0,30.0,CYCLIC_MECHANIZED_TAMPING,TAMPING_MACHINE,SPECIALIZED_Engineering,LOW,PROPOSED,Mandatory 12-week cyclic MECHANIZED_TAMPING for safety compliance on SEC_009.,cyclic_maintenance_calendar,CYC_SEC_009_24,feasibility_checked_tasks.csv,OPTIMAL
CYC-W24-SIGNAL-SEC_013,ROLLING-26W-2dec517b33,1,ROLLING_26W,24,4,2026-09-19T21:52:39.187510,2027-02-09,SEC_013,2027-02-09 01:00:00,2027-02-09 03:00:00,120,CYC_TASK_SEC_013_24,S&T,85.0,92.0,0.9,0,0,30.0,CYCLIC_SIGNALLING_POINT_TEST,S&T Gang,SPECIALIZED_S&T,LOW,PROPOSED,Mandatory 8-week cyclic SIGNALLING_POINT_TEST for safety compliance on SEC_013.,cyclic_maintenance_calendar,CYC_SEC_013_24,feasibility_checked_tasks.csv,OPTIMAL
RB-W25-SEC_049-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,25,1,2026-09-19T21:52:39.187510,2027-02-10,SEC_049,2027-02-10 10:00:00,2027-02-10 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,312,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_049,LOW,PROPOSED,"Rolling_26w Week 25 block on SEC_049. Projected overdue=312d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W25-SEC_050-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,25,1,2026-09-19T21:52:39.187510,2027-02-11,SEC_050,2027-02-11 12:00:00,2027-02-11 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,205,5,25.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_050,LOW,PROPOSED,"Rolling_26w Week 25 block on SEC_050. Projected overdue=205d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W25-SEC_051-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,25,1,2026-09-19T21:52:39.187510,2027-02-12,SEC_051,2027-02-12 14:00:00,2027-02-12 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,455,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_051,LOW,PROPOSED,"Rolling_26w Week 25 block on SEC_051. Projected overdue=455d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
RB-W26-SEC_051-01,ROLLING-26W-2dec517b33,1,ROLLING_26W,26,2,2026-09-19T21:52:39.187510,2027-02-17,SEC_051,2027-02-17 10:00:00,2027-02-17 13:00:00,180,TDMS_TASK_005414,TRD,99.0,99.0,1.0,319,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_051,LOW,PROPOSED,"Rolling_26w Week 26 block on SEC_051. Projected overdue=319d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005414,feasibility_checked_tasks.csv,OPTIMAL
RB-W26-SEC_052-02,ROLLING-26W-2dec517b33,1,ROLLING_26W,26,2,2026-09-19T21:52:39.187510,2027-02-18,SEC_052,2027-02-18 12:00:00,2027-02-18 14:30:00,150,TDMS_TASK_005240,TRD,99.0,99.0,1.0,212,5,25.0,SCHEDULED_CORRIDOR_BLOCK,Tower Wagon,CREW_SEC_052,LOW,PROPOSED,"Rolling_26w Week 26 block on SEC_052. Projected overdue=212d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_005240,feasibility_checked_tasks.csv,OPTIMAL
RB-W26-SEC_001-03,ROLLING-26W-2dec517b33,1,ROLLING_26W,26,2,2026-09-19T21:52:39.187510,2027-02-19,SEC_001,2027-02-19 14:00:00,2027-02-19 17:00:00,180,TDMS_TASK_021527,TRD,99.0,99.0,1.0,462,5,25.0,SCHEDULED_CORRIDOR_BLOCK,TRD crew,CREW_SEC_001,LOW,PROPOSED,"Rolling_26w Week 26 block on SEC_001. Projected overdue=462d, escalated MDPS=99.0, SRS forecast=25.",dynamic_multi_week_optimizer,TDMS_TASK_021527,feasibility_checked_tasks.csv,OPTIMAL
